ensembl_gene_id	gene_biotype	external_gene_name	chromosome_name	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000134321	protein_coding	RSAD2	2	4.96336847267753	7.11010908215947	9.94012187643686	2.37395443415315e-17	2.26617690284259e-14	28.9508461736255
ENSG00000183049	protein_coding	CAMK1D	10	-1.21864467350761	6.98646260783767	-9.8970899655073	3.00849905231753e-17	2.69241862063342e-14	28.7138899937226
ENSG00000157601	protein_coding	MX1	21	3.32101959046722	8.67437553246974	9.83295357029263	4.28167368936747e-17	3.6064285622384e-14	28.3716457371768
ENSG00000196470	protein_coding	SIAH1	16	-0.778612942810237	4.52271672226503	-9.80080736169278	5.10974243418092e-17	4.06480010639092e-14	28.1953191523482
ENSG00000100220	protein_coding	RTCB	22	0.972047257593702	4.84140250182632	9.71171423608935	8.33847351951089e-17	6.28413696451981e-14	27.7125008563884
ENSG00000185745	protein_coding	IFIT1	10	4.65582826703005	6.72063343212707	9.61923584983139	1.38563427105527e-16	9.92044856362017e-14	27.2235903921836
ENSG00000026950	protein_coding	BTN3A1	6	0.859522480947459	8.26766189705241	9.54589666568049	2.07204827867151e-16	1.41284091915701e-13	26.8283530060797
ENSG00000108771	protein_coding	DHX58	17	2.36568201088226	5.88915784784218	9.51817042340096	2.4122666743402e-16	1.57005665953988e-13	26.666513525604
ENSG00000273599	lncRNA	AL731571.1	10	-1.14960365859187	1.68337014932165	-9.48519329771579	2.89018058839274e-16	1.79932590631285e-13	26.2553089486333
ENSG00000059378	protein_coding	PARP12	7	1.8644683452895	7.30985852595603	9.37399640067827	5.31335729807463e-16	3.17008179796378e-13	25.8955259767576
ENSG00000119917	protein_coding	IFIT3	10	3.54694827535728	7.74004771934158	9.30474789362348	7.759684232475e-16	4.44443674099238e-13	25.5331179955702
ENSG00000134326	protein_coding	CMPK2	2	3.64980000265462	6.49525825928695	9.28490452378468	8.64855620660473e-16	4.63714025951828e-13	25.4230223023272
ENSG00000135114	protein_coding	OASL	12	3.08622849881382	6.68663145739111	9.28138793104008	8.81635341414011e-16	4.63714025951828e-13	25.3981508129346
ENSG00000133216	protein_coding	EPHB2	1	2.83807148703359	3.11934293367799	9.27375683374017	9.1917271610417e-16	4.63714025951828e-13	25.2508827753838
ENSG00000088827	protein_coding	SIGLEC1	20	5.25793711208983	6.05235828575884	9.26982110302599	9.39151250269083e-16	4.63714025951828e-13	25.3506754984739
ENSG00000156052	protein_coding	GNAQ	9	-1.02330000794781	7.17628593402758	-9.14787903625396	1.82717101543965e-15	8.72108725669344e-13	24.6836532548553
ENSG00000152778	protein_coding	IFIT5	10	2.37788865077838	5.93321289314289	9.1334157225474	1.97707553735586e-15	9.07047588910556e-13	24.5998141540406
ENSG00000187608	protein_coding	ISG15	1	4.30283155544027	6.92683424283221	9.12883486027249	2.02706354110886e-15	9.07047588910556e-13	24.5927909860452
ENSG00000126709	protein_coding	IFI6	1	3.51997229259478	7.2157545727422	9.11045645925016	2.24060429927307e-15	9.72218574584578e-13	24.4893623628278
ENSG00000086065	protein_coding	CHMP5	9	1.71961298418643	5.17498355409447	9.08951646621374	2.51135780081935e-15	1.03418692982066e-12	24.369255847056
ENSG00000055130	protein_coding	CUL1	7	0.719749621625015	5.74340548249704	9.08360750342767	2.59349666801041e-15	1.03418692982066e-12	24.3155557821476
ENSG00000100307	protein_coding	CBX7	22	-0.711023234652335	7.67562032021519	-9.08314110375898	2.60009284681498e-15	1.03418692982066e-12	24.3437459328168
ENSG00000152558	protein_coding	TMEM123	11	1.37455462701998	7.70128554115922	9.05736758996938	2.99182237548588e-15	1.15783525931303e-12	24.2058253662099
ENSG00000106785	protein_coding	TRIM14	9	1.11612208778332	7.2721781383886	9.04334197020818	3.22916580477926e-15	1.16632730923666e-12	24.1209698516758
ENSG00000136514	protein_coding	RTP4	3	3.02730008057441	4.21460031424637	9.04320240735827	3.2316194127298e-15	1.16632730923666e-12	24.1426173340617
ENSG00000163644	protein_coding	PPM1K	4	1.08690893689467	6.50980601219012	9.04170144661449	3.2581250345322e-15	1.16632730923666e-12	24.0960362708732
ENSG00000041357	protein_coding	PSMA4	15	1.02284257838019	5.14742192139988	9.01810076772987	3.70454804855184e-15	1.28999054183338e-12	23.9795173266579
ENSG00000078804	protein_coding	TP53INP2	20	-1.56311993651644	3.8990600456063	-9.01421147071723	3.78375604141364e-15	1.28999054183338e-12	23.9842333657175
ENSG00000106605	protein_coding	BLVRA	7	1.5765982997825	4.38743408174503	8.99656726865268	4.16482245677174e-15	1.38688587810499e-12	23.8898083169796
ENSG00000087903	protein_coding	RFX2	19	-1.76592147131834	5.19785971357061	-8.97871860833056	4.58921591841738e-15	1.49347688035951e-12	23.7666809915988
ENSG00000137200	protein_coding	CMTR1	6	1.26935600806137	6.80685614577195	8.87129457899656	8.22358869889128e-15	2.6167459239872e-12	23.1920576591872
ENSG00000137094	protein_coding	DNAJB5	9	-1.66309097295055	1.57947270739808	-8.82869482342475	1.03601016450628e-14	3.22491946642726e-12	22.8181539667723
ENSG00000188157	protein_coding	AGRN	1	2.71688447717161	4.88879783983738	8.81804670272591	1.09754217787286e-14	3.28111421990107e-12	22.9422406972875
ENSG00000173193	protein_coding	PARP14	3	1.77239317685773	9.31678479682947	8.81765201168927	1.09989163038796e-14	3.28111421990107e-12	22.9494585288154
ENSG00000205413	protein_coding	SAMD9	7	1.99850872707257	7.29483812530233	8.81257105162352	1.13058783754052e-14	3.3038545399475e-12	22.8923318055004
ENSG00000138646	protein_coding	HERC5	4	3.27919969206869	6.1843361335226	8.80482405645618	1.17904071486019e-14	3.37653679921662e-12	22.85769053737
ENSG00000100218	protein_coding	RSPH14	22	-2.51392941306832	-0.000662658548278892	-8.7973417269215	1.22780039480766e-14	3.44723016730409e-12	21.4016293591672
ENSG00000122733	protein_coding	PHF24	9	-4.3265114122257	-0.806727441595048	-8.79067614659458	1.27292630788092e-14	3.50519842356671e-12	19.3984811234654
ENSG00000155363	protein_coding	MOV10	1	1.55166740777042	6.48160412226343	8.77086191352247	1.41705586587469e-14	3.82845715914333e-12	22.6537156068401
ENSG00000239305	protein_coding	RNF103	2	-0.67743562088314	5.28131446740881	-8.74838913897158	1.60028064041858e-14	4.24341083150992e-12	22.5279815451984
ENSG00000106714	protein_coding	CNTNAP3	9	-2.92682462736278	5.16819025389142	-8.72926420972694	1.77466802040853e-14	4.62026752440542e-12	22.4593757742081
ENSG00000173821	protein_coding	RNF213	17	1.45762754471995	11.2705259225673	8.70246198297309	2.05133998670484e-14	5.17343803575355e-12	22.3120857236675
ENSG00000146278	protein_coding	PNRC1	6	-0.726898025750356	8.49102547218952	-8.70173599720366	2.0594033664219e-14	5.17343803575355e-12	22.3331079516068
ENSG00000138035	protein_coding	PNPT1	2	1.79237678539525	4.7063098032359	8.69430678460304	2.14375396253239e-14	5.29248499818987e-12	22.2766255477655
ENSG00000099991	protein_coding	CABIN1	22	-0.612821999261624	8.10293761475041	-8.61261168231655	3.33180765679546e-14	8.08612776909393e-12	21.8543128417902
ENSG00000165609	protein_coding	NUDT5	10	-0.608563149530023	5.24675487360719	-8.60925695574323	3.39262462657119e-14	8.09649867131215e-12	21.7909918622509
ENSG00000038210	protein_coding	PI4K2B	4	1.20566803351787	4.73542209769738	8.59037159099466	3.7561960393453e-14	8.81720837498121e-12	21.7195911613063
ENSG00000055332	protein_coding	EIF2AK2	2	2.01051995311939	7.48236829655516	8.57816641912695	4.01153601873427e-14	9.26470713746064e-12	21.655841152955
ENSG00000177409	protein_coding	SAMD9L	7	2.05175769582201	7.56324058780809	8.5704584049487	4.18161876227749e-14	9.36211289883976e-12	21.6179399648033
ENSG00000173825	protein_coding	TIGD3	11	-1.72911076369616	4.05510427861926	-8.57033156648035	4.1844767478577e-14	9.36211289883976e-12	21.627141546724
ENSG00000115267	protein_coding	IFIH1	2	2.02837363104083	6.7271927374588	8.53162821423748	5.15392862019427e-14	1.13537082942403e-11	21.3937981787969
ENSG00000180758	protein_coding	GPR157	1	-1.05686717899006	3.52238514013236	-8.52495426692221	5.34237720237334e-14	1.15905301758763e-11	21.4065618943593
ENSG00000254826	lncRNA	AP001922.3	11	-1.44873876873906	3.08974711720219	-8.52139431046341	5.44568611103948e-14	1.16383252871604e-11	21.3907578189066
ENSG00000119922	protein_coding	IFIT2	10	2.93399118685043	8.27455267471493	8.50194249019784	6.04629576636559e-14	1.27318983939101e-11	21.2744117725299
ENSG00000106560	protein_coding	GIMAP2	7	0.882068730313181	6.28522896218711	8.49814292270958	6.17109114082657e-14	1.28063556587675e-11	21.1997796925656
ENSG00000105722	protein_coding	ERF	19	-0.802179780540507	5.36370692437267	-8.48657681780934	6.56697150385788e-14	1.34332092805344e-11	21.1391297209063
ENSG00000104960	protein_coding	PTOV1	19	-0.692990016405525	6.15421236961658	-8.47965103486185	6.81601723285748e-14	1.37462747545474e-11	21.1006160985197
ENSG00000141664	protein_coding	ZCCHC2	18	1.55098461177801	7.86493701462058	8.43160113139892	8.82271052871746e-14	1.75461655639869e-11	20.8898078200217
ENSG00000100567	protein_coding	PSMA3	14	0.824198025059948	4.43974219644462	8.39589615564354	1.06852626456635e-13	2.09592158661995e-11	20.7062221555582
ENSG00000172123	protein_coding	SLFN12	17	1.15549983580287	4.26538787488145	8.37571897534442	1.19057355322422e-13	2.30375982548886e-11	20.6054697274644
ENSG00000140443	protein_coding	IGF1R	15	-1.056376686537	7.9410168876493	-8.35817714331026	1.30788834461415e-13	2.49702042753734e-11	20.5126589119163
ENSG00000131355	protein_coding	ADGRE3	19	-1.45536625161224	6.84565038474181	-8.35279563398169	1.34613218677786e-13	2.53621931348318e-11	20.4552260970716
ENSG00000132256	protein_coding	TRIM5	11	1.51804463191628	5.15498690921512	8.34671680620093	1.3906708505973e-13	2.58610596229906e-11	20.4228763076632
ENSG00000159556	protein_coding	ISL2	15	-2.10215135413175	2.4618284620936	-8.34186358018116	1.42727948880461e-13	2.62015576925553e-11	20.42258219963
ENSG00000141401	protein_coding	IMPA2	18	-1.14774598732562	5.8019625997826	-8.33910301414349	1.44852889821531e-13	2.62550446753734e-11	20.3620442778804
ENSG00000124256	protein_coding	ZBP1	20	1.94219996229294	7.29593194087697	8.32140633099451	1.59242387064815e-13	2.85023967547636e-11	20.2978697243357
ENSG00000084764	protein_coding	MAPRE3	2	-0.993310994316179	2.48546332556359	-8.31147614120144	1.67930535956625e-13	2.96863869674434e-11	20.2793417873836
ENSG00000130303	protein_coding	BST2	19	1.58902187265828	6.2652607551225	8.30130457059017	1.773186984418e-13	3.09005593128307e-11	20.1707151345583
ENSG00000165185	protein_coding	KIAA1958	9	1.60869709314938	4.5099073729106	8.29811646137287	1.80367340722643e-13	3.09005593128307e-11	20.1968650947633
ENSG00000079263	protein_coding	SP140	2	1.08437117078558	6.58558287632356	8.29717976999999	1.81272922849206e-13	3.09005593128307e-11	20.1469338513348
ENSG00000279811	TEC	AC093330.2	18	-0.901043283880213	3.82855002788739	-8.26648946738358	2.1358153302271e-13	3.59796937806139e-11	20.0401048210898
ENSG00000278090	lncRNA	LUNAR1	15	-2.12678336942676	1.10998812173977	-8.25229064551781	2.30407400131251e-13	3.83628321218533e-11	19.5741337086468
ENSG00000101347	protein_coding	SAMHD1	20	0.705434470997667	9.02724523934228	8.24010761137552	2.45890918043381e-13	4.04702535110709e-11	19.9163954535633
ENSG00000185950	protein_coding	IRS2	13	-1.32683202855376	7.06100915378574	-8.20173005572673	3.01752770190974e-13	4.85909205383307e-11	19.6708242927213
ENSG00000167658	protein_coding	EEF2	19	-0.70641972014947	10.4746986125302	-8.19977687607519	3.04911187727354e-13	4.85909205383307e-11	19.7130268233983
ENSG00000170581	protein_coding	STAT2	12	1.5417173572647	8.31426439638017	8.19946951697064	3.05411191315718e-13	4.85909205383307e-11	19.6889943606287
ENSG00000002549	protein_coding	LAP3	4	1.99188719991588	5.93688085233884	8.16974381267637	3.57826606937783e-13	5.63046064257376e-11	19.4880615167494
ENSG00000138463	protein_coding	SLC49A4	3	-0.752980418508546	5.20018362891805	-8.14874693477985	4.00149509403313e-13	6.22797915776743e-11	19.3684213164632
ENSG00000168763	protein_coding	CNNM3	2	-0.528937916915145	6.32683150489635	-8.10785288804094	4.97376383590978e-13	7.657991867354e-11	19.149616943463
ENSG00000185507	protein_coding	IRF7	11	2.27125599715091	6.78479701928889	8.10122099540134	5.15219924790893e-13	7.84833415221361e-11	19.1394566348874
ENSG00000145016	protein_coding	RUBCN	3	1.02426033324929	7.30246981041214	8.08494957455759	5.61740384259126e-13	8.46690585495414e-11	19.0594430530669
ENSG00000223960	lncRNA	CHROMR	2	1.24817331262213	4.23085479297751	8.07992916404701	5.76919425713414e-13	8.60511380915665e-11	19.0633007793672
ENSG00000124688	protein_coding	MAD2L1BP	6	0.830534500373039	4.09994039438059	8.06909459773434	6.11080458883619e-13	9.01923730191901e-11	19.0127071593384
ENSG00000138496	protein_coding	PARP9	3	1.62618281872953	7.74373945371791	8.06555324963955	6.22676358468197e-13	9.01923730191901e-11	18.9748751405294
ENSG00000161057	protein_coding	PSMC2	7	0.943856069702673	4.24674089146545	8.06527997774044	6.23580203149648e-13	9.01923730191901e-11	18.991082198941
ENSG00000113719	protein_coding	ERGIC1	5	-0.887057599019515	8.25658123794772	-8.06159840694573	6.35884824339178e-13	9.10523479971269e-11	18.9757443167895
ENSG00000080986	protein_coding	NDC80	18	1.43405268191496	1.95833194759598	8.03012639677725	7.51414699014568e-13	1.0477675127405e-10	18.6992766151408
ENSG00000138814	protein_coding	PPP3CA	4	-0.632483900601398	7.08013118763341	-8.0299428564808	7.52146220008388e-13	1.0477675127405e-10	18.7689479859832
ENSG00000117266	protein_coding	CDK18	1	1.08445225419536	2.19636278648989	8.02955752842913	7.53684292284878e-13	1.0477675127405e-10	18.7811804974406
ENSG00000185722	protein_coding	ANKFY1	17	0.891368194874703	7.42167878398216	8.0204250878555	7.91066094952803e-13	1.08916109746434e-10	18.7269248100753
ENSG00000132780	protein_coding	NASP	1	0.55090479012438	5.25182669261827	8.01400267406848	8.18452627401497e-13	1.11613554016781e-10	18.668702306643
ENSG00000273033	lncRNA	LINC02035	3	-0.79382939825231	4.56246147535428	-8.00155557457399	8.74239634175011e-13	1.18096578507094e-10	18.6285689187285
ENSG00000136828	protein_coding	RALGPS1	9	-0.586764649404164	4.58040146684613	-7.99322741760974	9.1365905872962e-13	1.22268075345322e-10	18.5810476377006
ENSG00000068079	protein_coding	IFI35	17	2.00077711896737	6.05552753459903	7.97332436707511	1.01516393812034e-12	1.34420991936153e-10	18.4641661672733
ENSG00000127663	protein_coding	KDM4B	19	-0.855431544585621	8.77736262319718	-7.97182528412422	1.02324800063138e-12	1.34420991936153e-10	18.5237987910962
ENSG00000198087	protein_coding	CD2AP	6	0.87134858182224	5.3128956531127	7.95034061250012	1.14638458133321e-12	1.49228007455548e-10	18.3387873974793
ENSG00000173801	protein_coding	JUP	17	2.16717078761348	5.40839360445089	7.94030980408415	1.2088095668877e-12	1.55936434128514e-10	18.3103952756701
ENSG00000135083	protein_coding	CCNJL	5	-1.47436798798302	6.37346610223601	-7.93650192744714	1.23338146256849e-12	1.57685617522484e-10	18.2710714326707
ENSG00000053918	protein_coding	KCNQ1	11	-0.622774591711134	6.60990635945685	-7.89485635928063	1.5367425251475e-12	1.94731116969797e-10	18.0533378686227
ENSG00000103510	protein_coding	KAT8	16	-0.387787800081628	5.83842978726831	-7.8838226885066	1.62884577650215e-12	2.04591602401178e-10	17.9786401951589
ENSG00000173786	protein_coding	CNP	17	1.07834695998156	6.01930124617634	7.88109096581892	1.65248279812222e-12	2.05755662489671e-10	17.972021894285
ENSG00000186407	protein_coding	CD300E	17	1.48072566025997	6.64407570075486	7.878593421356	1.67439145172417e-12	2.06686303424469e-10	17.9714603130373
ENSG00000120696	protein_coding	KBTBD7	13	-0.832658885669895	5.20021149590195	-7.87396616134005	1.71574715599266e-12	2.0998105578341e-10	17.93896702003
ENSG00000169957	protein_coding	ZNF768	16	-0.645379008103471	2.95156478623127	-7.86341421134062	1.81388687357054e-12	2.19282351505759e-10	17.9841052986017
ENSG00000138385	protein_coding	SSB	2	1.23675224313098	4.03174033904426	7.86181507546251	1.82923848362424e-12	2.19282351505759e-10	17.9516309187833
ENSG00000158710	protein_coding	TAGLN2	1	-1.07227979954401	9.34092000636303	-7.86094038885023	1.83768993509959e-12	2.19282351505759e-10	17.9666822128906
ENSG00000258819	lncRNA	LINC02289	14	-2.18186279936869	3.98539194626174	-7.85426883443739	1.90344083340371e-12	2.24631306241683e-10	17.903220557642
ENSG00000274070	protein_coding	CASTOR2	7	-1.01219698691612	5.04242912195948	-7.85322951062067	1.91389198697432e-12	2.24631306241683e-10	17.840609820402
ENSG00000130813	protein_coding	SHFL	19	1.23032824297488	6.23192447476219	7.84973440729545	1.94945754164421e-12	2.26945386494337e-10	17.8123986825796
ENSG00000280007	lncRNA	AC008079.1	22	2.20780255408156	2.3453069455329	7.83020552311171	2.16059931727699e-12	2.49496948581365e-10	17.7522194319906
ENSG00000136147	protein_coding	PHF11	13	1.04340521830893	5.9611517656768	7.79453779531547	2.60650022513807e-12	2.97772822387982e-10	17.5244034661123
ENSG00000184992	protein_coding	BRI3BP	12	-0.591005254520686	4.96900578986396	-7.79233139977929	2.63690623899664e-12	2.97772822387982e-10	17.5247258835822
ENSG00000282851	lncRNA	BISPR	19	1.40568581435075	4.65409171006093	7.79203290133215	2.64104675209678e-12	2.97772822387982e-10	17.5543365562922
ENSG00000185482	protein_coding	STAC3	12	1.08443692324927	2.55514536416158	7.78494769715944	2.74124371679422e-12	3.06655224849816e-10	17.577805708211
ENSG00000143106	protein_coding	PSMA5	1	0.556588522858286	5.11588516884988	7.77983151514877	2.81593287638251e-12	3.12568549278458e-10	17.4632677711831
ENSG00000100784	protein_coding	RPS6KA5	14	-0.880738918137975	6.68824527698723	-7.77269277457773	2.92353564904297e-12	3.22016207374203e-10	17.4254253441252
ENSG00000130487	protein_coding	KLHDC7B	22	1.70155429996194	3.91734249121752	7.75886713286786	3.14367029407762e-12	3.43619961380896e-10	17.4340467110161
ENSG00000100422	protein_coding	CERK	22	-0.35149547929168	7.37925791521873	-7.7533526782594	3.23599373958579e-12	3.51031775432795e-10	17.3470112574917
ENSG00000181381	protein_coding	DDX60L	4	1.62150093331129	8.48254205416989	7.73843684638777	3.49941988651649e-12	3.76753333496463e-10	17.3099552597601
ENSG00000065911	protein_coding	MTHFD2	2	0.899171725714934	4.80024819279425	7.72697167178755	3.71627614320194e-12	3.97114612645586e-10	17.209440441555
ENSG00000179833	protein_coding	SERTAD2	2	-0.562241847147551	5.62300082867365	-7.71849061145871	3.8852232606314e-12	4.12092680510971e-10	17.1268609967628
ENSG00000197965	protein_coding	MPZL1	1	-1.44598263994851	5.58055447901347	-7.70003424800247	4.27968015740462e-12	4.50593677749094e-10	17.0417513671587
ENSG00000070476	protein_coding	ZXDC	3	-0.409428903853211	7.1986908882017	-7.69848401194622	4.31456771558128e-12	4.50951059265755e-10	17.0601090558216
ENSG00000159131	protein_coding	GART	21	0.460490402651416	5.14246116797351	7.69614477020541	4.36774652466254e-12	4.53201177439442e-10	17.0320984255555
ENSG00000124508	protein_coding	BTN2A2	6	0.577799882888587	5.06165423391827	7.69164010108996	4.47199171256089e-12	4.60679491598269e-10	17.0136912881076
ENSG00000049249	protein_coding	TNFRSF9	1	-1.56974200163355	3.25197305139775	-7.68841804820399	4.54806604608688e-12	4.65169697956558e-10	17.0895831765942
ENSG00000138760	protein_coding	SCARB2	4	0.991335804123196	5.88608292659713	7.68498374971775	4.63056579297974e-12	4.7024873467856e-10	16.9599179633964
ENSG00000163346	protein_coding	PBXIP1	1	-0.644766523055264	8.17969493195429	-7.67586872348128	4.85680073748653e-12	4.89750209577955e-10	16.9844629200099
ENSG00000137364	protein_coding	TPMT	6	1.02877247980452	2.89401754879659	7.66524003150245	5.13448694038339e-12	5.13596531802353e-10	16.9787955940131
ENSG00000093072	protein_coding	ADA2	22	0.799273388556671	8.21281583248367	7.66370904809212	5.17576269041723e-12	5.13596531802353e-10	16.9203705613663
ENSG00000167987	protein_coding	VPS37C	11	-0.823219992830411	5.38922327018472	-7.66278307729783	5.20088673170901e-12	5.13596531802353e-10	16.8452185307037
ENSG00000003400	protein_coding	CASP10	2	0.619615773436408	6.69999182528507	7.65796582046671	5.33355698036762e-12	5.23090427410164e-10	16.8325223444346
ENSG00000188396	protein_coding	TCTEX1D4	1	-1.68577466392809	1.17074779779925	-7.65256473650022	5.48630240713744e-12	5.34410640597286e-10	16.738239886814
ENSG00000178685	protein_coding	PARP10	8	1.39883939686195	8.08068380598367	7.64344776596633	5.75404254334361e-12	5.56703616068494e-10	16.8113219265725
ENSG00000188313	protein_coding	PLSCR1	3	1.99648500228621	6.71407195491658	7.63438147316391	6.03314385798177e-12	5.79789173841885e-10	16.7222854221228
ENSG00000279433	TEC	AC018529.3	18	-0.671453032050367	4.81266008619589	-7.62323610229998	6.39471196857485e-12	6.10439204520155e-10	16.6635385352307
ENSG00000197024	protein_coding	ZNF398	7	-0.483116885338252	5.67281097966385	-7.61336785871558	6.73274338727955e-12	6.38451341473218e-10	16.5871767559802
ENSG00000116014	protein_coding	KISS1R	19	-1.81299437825519	0.36124030289145	-7.60432343280276	7.05809470639778e-12	6.64900382242828e-10	16.1523859475258
ENSG00000143033	protein_coding	MTF2	1	0.488276580318907	5.16389932599098	7.58231463703398	7.91641890038495e-12	7.40883674736027e-10	16.4481170610652
ENSG00000111224	protein_coding	PARP11	12	0.933326330714552	5.07657581304943	7.57690330111398	8.14284621565634e-12	7.57126071181709e-10	16.4261878465501
ENSG00000142186	protein_coding	SCYL1	11	-0.543601880060054	6.46240514876415	-7.57311762199144	8.30505824748236e-12	7.67226639004516e-10	16.3916510523978
ENSG00000279236	TEC	AC064801.2	18	1.63430570465687	3.4910742257347	7.56334476806391	8.73878145751769e-12	8.02119305706383e-10	16.4582538733756
ENSG00000100911	protein_coding	PSME2	14	1.16101033924773	5.02792328008858	7.55812423823693	8.979600397671e-12	8.18973873211791e-10	16.3379784044258
ENSG00000087589	protein_coding	CASS4	20	-1.08944749797471	6.43749682800705	-7.55346678042724	9.19999392535776e-12	8.33764006437961e-10	16.2965569856332
ENSG00000139618	protein_coding	BRCA2	13	1.46601019661201	3.270354707326	7.54041100380826	9.84680826788374e-12	8.86770110615266e-10	16.3435465673356
ENSG00000107201	protein_coding	DDX58	9	1.73404986361611	7.28320416028519	7.53421571538108	1.01693202056405e-11	9.10090600153543e-10	16.2246142083476
ENSG00000145287	protein_coding	PLAC8	4	0.820186196373941	7.25639625188523	7.53072851853271	1.03554404107407e-11	9.20991001499351e-10	16.2032794751723
ENSG00000143870	protein_coding	PDIA6	2	0.58210754435812	6.05286545249849	7.51743332862913	1.10965492518933e-11	9.8081165887568e-10	16.0981704674571
ENSG00000114650	protein_coding	SCAP	3	-0.688872545786539	7.350772275772	-7.51505016180959	1.12348451510625e-11	9.86456357460762e-10	16.1318424478584
ENSG00000224307	lncRNA	AL161785.1	9	-1.18876472470636	3.56694875352152	-7.51396820563407	1.12981941911841e-11	9.86456357460762e-10	16.1750601491584
ENSG00000196141	protein_coding	SPATS2L	2	3.45421602834937	3.90422879771798	7.50277803361658	1.19745211853853e-11	1.03374155475413e-09	16.1564640970462
ENSG00000134809	protein_coding	TIMM10	11	2.4727062049653	3.1836464468484	7.5026232255431	1.19841537879172e-11	1.03374155475413e-09	16.1564714171786
ENSG00000067066	protein_coding	SP100	2	0.955564737766379	8.45254602950102	7.49473266845637	1.24854381064147e-11	1.07053286374702e-09	16.0684865691581
ENSG00000112343	protein_coding	TRIM38	6	0.800115969554916	7.79865648767647	7.49109451147067	1.27235185233068e-11	1.08445274842399e-09	16.0252102338307
ENSG00000072121	protein_coding	ZFYVE26	14	0.609823038629459	6.90105827227315	7.47778758533831	1.3633297289301e-11	1.15511943127515e-09	15.9180725404815
ENSG00000185885	protein_coding	IFITM1	11	1.50159620644308	4.74380301125455	7.47241201870971	1.40188490902888e-11	1.18079941249321e-09	15.9197762394007
ENSG00000155561	protein_coding	NUP205	7	0.588185358409164	5.99891905082742	7.46146649534599	1.48376212626741e-11	1.24245554889024e-09	15.8133889866666
ENSG00000111602	protein_coding	TIMELESS	12	0.631811400176421	3.60257636722791	7.45648685633432	1.522564227651e-11	1.26753471951946e-09	15.9037754152717
ENSG00000172530	protein_coding	BANP	16	-0.568333212536488	7.00336849744553	-7.45523004038582	1.53251547203808e-11	1.26844445341695e-09	15.8122287980206
ENSG00000135211	protein_coding	TMEM60	7	0.895616778547814	2.71760895872607	7.44809003694011	1.59028461086856e-11	1.30484060439671e-09	15.8858677757165
ENSG00000134574	protein_coding	DDB2	11	0.730906810023033	4.94294320899541	7.44755323692084	1.59471405663402e-11	1.30484060439671e-09	15.7759587961367
ENSG00000162769	protein_coding	FLVCR1	1	-0.698452613345993	4.70076417452361	-7.44267405224576	1.63553995228266e-11	1.33064185095088e-09	15.7461676635711
ENSG00000223117	misc_RNA	RN7SKP296	3	-1.166025609307	1.36213233455631	-7.43928522294642	1.6645035254551e-11	1.34655514016901e-09	15.7549363570595
ENSG00000166801	protein_coding	FAM111A	11	0.500031515594362	6.50599941950405	7.43058378067187	1.7412224822268e-11	1.40070588331492e-09	15.6636700477714
ENSG00000117226	protein_coding	GBP3	1	1.42786859631259	5.03827098603182	7.42020374996679	1.83733714254637e-11	1.469767069504e-09	15.6465180229532
